"234" ,"Uzbekistan","andijon","0","andijon","0","0"
"234" ,"Uzbekistan","buxoro","0","buxoro","0","0"
"234" ,"Uzbekistan","jizzax","0","jizzax","0","0"
"234" ,"Uzbekistan","qashqadaryo","0","qashqadaryo","0","0"
"234" ,"Uzbekistan","navoiy","0","navoiy","0","0"
"234" ,"Uzbekistan","namangan","0","namangan","0","0"
"234" ,"Uzbekistan","qaraqalpaqstan","0","qaraqalpaqstan","0","0"
"234" ,"Uzbekistan","samarqand","0","samarqand","0","0"
"234" ,"Uzbekistan","surxondaryo","0","surxondaryo","0","0"
"234" ,"Uzbekistan","sirdaryo","0","sirdaryo","0","0"
"234" ,"Uzbekistan","toshkentregion","0","toshkentregion","0","0"
"234" ,"Uzbekistan","fargona","0","fargona","0","0"
"234" ,"Uzbekistan","xorazim","0","xorazim","0","0"
"234" ,"Uzbekistan","toshkent","0","toshkent","0","0"
"234" ,"Uzbekistan","andijon","503982910","Andijon","1","0"
"234" ,"Uzbekistan","andijon","263947002","Asaka","1","0"
"234" ,"Uzbekistan","andijon","263947005","Baliqchi","1","0"
"234" ,"Uzbekistan","andijon","263947007","Bo'zsuv","1","0"
"234" ,"Uzbekistan","andijon","263947009","Buloqboshi","1","0"
"234" ,"Uzbekistan","andijon","503990403","Butaqora","1","0"
"234" ,"Uzbekistan","andijon","263947013","Izboskan","1","0"
"234" ,"Uzbekistan","andijon","263947015","Jalolquduq","1","0"
"234" ,"Uzbekistan","andijon","263947028","Marhamat","1","0"
"234" ,"Uzbekistan","andijon","503983580","Oltinko'l","1","0"
"234" ,"Uzbekistan","andijon","263947033","Paxtaobod","1","0"
"234" ,"Uzbekistan","andijon","263947038","Qo'rg'ontepa","1","0"
"234" ,"Uzbekistan","andijon","263947043","Shahrixon","1","0"
"234" ,"Uzbekistan","andijon","263947045","Ulug'nor","1","0"
"234" ,"Uzbekistan","andijon","263947047","Xo'jaobod","1","0"
"234" ,"Uzbekistan","buxoro","263947049","Buxoro","2","0"
"234" ,"Uzbekistan","buxoro","263947051","G'ijduvon","2","0"
"234" ,"Uzbekistan","buxoro","263947053","Jondor","2","0"
"234" ,"Uzbekistan","buxoro","263947055","Kogon","2","0"
"234" ,"Uzbekistan","buxoro","263947057","Olot","2","0"
"234" ,"Uzbekistan","buxoro","263947059","Peshku","2","1"
"234" ,"Uzbekistan","buxoro","263947061","Qorako'l","2","0"
"234" ,"Uzbekistan","buxoro","263947063","Qorovulbozor","2","0"
"234" ,"Uzbekistan","buxoro","263947065","Romitan","2","1"
"234" ,"Uzbekistan","buxoro","263947067","Shofirkon","2","0"
"234" ,"Uzbekistan","buxoro","263947069","Vobkent","2","0"
"234" ,"Uzbekistan","jizzax","263947112","Arnasoy","3","0"
"234" ,"Uzbekistan","jizzax","263947115","Baxmal","3","1"
"234" ,"Uzbekistan","jizzax","263947118","Do'stlik","3","0"
"234" ,"Uzbekistan","jizzax","263947120","Forish","3","1"
"234" ,"Uzbekistan","jizzax","263947122","G'allaorol","3","0"
"234" ,"Uzbekistan","jizzax","263947124","Jizzax","3","0"
"234" ,"Uzbekistan","jizzax","263947127","Mirzacho'l","3","1"
"234" ,"Uzbekistan","jizzax","263947129","Paxtakor","3","0"
"234" ,"Uzbekistan","jizzax","263947419","Sharof Rashidov","3","0"
"234" ,"Uzbekistan","jizzax","263947133","Yangiobod","3","1"
"234" ,"Uzbekistan","jizzax","263947135","Zafarobod","3","0"
"234" ,"Uzbekistan","jizzax","263947138","Zarbdor","3","0"
"234" ,"Uzbekistan","jizzax","263947144","Zomin","3","0"
"234" ,"Uzbekistan","qashqadaryo","263947214","Chiroqchi","4","0"
"234" ,"Uzbekistan","qashqadaryo","263947216","Dehqonobod","4","1"
"234" ,"Uzbekistan","qashqadaryo","263947218","G'uzor","4","1"
"234" ,"Uzbekistan","qashqadaryo","263947220","Kasbi","4","0"
"234" ,"Uzbekistan","qashqadaryo","263947223","Kitob","4","0"
"234" ,"Uzbekistan","qashqadaryo","263947225","Koson","4","0"
"234" ,"Uzbekistan","qashqadaryo","263947227","Muborak","4","0"
"234" ,"Uzbekistan","qashqadaryo","263947229","Nishon","4","0"
"234" ,"Uzbekistan","qashqadaryo","263947231","Qamashi","4","1"
"234" ,"Uzbekistan","qashqadaryo","263947233","Qarshi","4","0"
"234" ,"Uzbekistan","qashqadaryo","263947235","Shahrisabz","4","0"
"234" ,"Uzbekistan","qashqadaryo","263947250","Yakkabog'","4","0"
"234" ,"Uzbekistan","navoiy","263947357","Karmana","5","0"
"234" ,"Uzbekistan","navoiy","263947360","Konimex","5","0"
"234" ,"Uzbekistan","navoiy","501503052","Navbahor","5","0"
"234" ,"Uzbekistan","navoiy","501053511","Navoiy","5","0"
"234" ,"Uzbekistan","navoiy","263947364","Nurota","5","1"
"234" ,"Uzbekistan","navoiy","263947369","Qiziltepa","5","0"
"234" ,"Uzbekistan","navoiy","263947373","Tomdi","5","0"
"234" ,"Uzbekistan","navoiy","263947376","Uchquduq","5","1"
"234" ,"Uzbekistan","navoiy","263947378","Xatirchi","5","0"
"234" ,"Uzbekistan","navoiy","501057523","Zarafshan","5","0"
"234" ,"Uzbekistan","namangan","263947331","Chortoq","6","0"
"234" ,"Uzbekistan","namangan","263947333","Chust","6","1"
"234" ,"Uzbekistan","namangan","263947336","Kosonsoy","6","0"
"234" ,"Uzbekistan","namangan","263947338","Mingbuloq","6","0"
"234" ,"Uzbekistan","namangan","263947340","Namangan","6","0"
"234" ,"Uzbekistan","namangan","263947343","Norin","6","0"
"234" ,"Uzbekistan","namangan","263947345","Pop","6","1"
"234" ,"Uzbekistan","namangan","263947349","To'raqo'rg'on","6","0"
"234" ,"Uzbekistan","namangan","263947351","Uchqo'rg'on","6","0"
"234" ,"Uzbekistan","namangan","263947353","Uychi","6","0"
"234" ,"Uzbekistan","namangan","263947355","Yangiqo'rg'on","6","1"
"234" ,"Uzbekistan","qaraqalpaqstan","263947147","Amudaryo","7","0"
"234" ,"Uzbekistan","qaraqalpaqstan","263947165","Aral Sea","7","0"
"234" ,"Uzbekistan","qaraqalpaqstan","263947171","Beruniy","7","0"
"234" ,"Uzbekistan","qaraqalpaqstan","263947174","Chimboy","7","0"
"234" ,"Uzbekistan","qaraqalpaqstan","263947177","Ellikqala","7","0"
"234" ,"Uzbekistan","qaraqalpaqstan","263947188","Kegeyli","7","0"
"234" ,"Uzbekistan","qaraqalpaqstan","263947190","Mo'ynoq","7","1"
"234" ,"Uzbekistan","qaraqalpaqstan","263947194","Nukus","7","1"
"234" ,"Uzbekistan","qaraqalpaqstan","263947197","Qanliko'l","7","0"
"234" ,"Uzbekistan","qaraqalpaqstan","263947200","Qo'ng'irot","7","1"
"234" ,"Uzbekistan","qaraqalpaqstan","263947202","Qorao'zak","7","1"
"234" ,"Uzbekistan","qaraqalpaqstan","263947206","Shumanay","7","0"
"234" ,"Uzbekistan","qaraqalpaqstan","263947208","Taxtako'pir","7","0"
"234" ,"Uzbekistan","qaraqalpaqstan","263947210","To'rtko'l","7","0"
"234" ,"Uzbekistan","qaraqalpaqstan","263947212","Xo'jayli","7","0"
"234" ,"Uzbekistan","samarqand","263947380","Bulung'ur","8","0"
"234" ,"Uzbekistan","samarqand","263947383","Ishtixon","8","0"
"234" ,"Uzbekistan","samarqand","263947385","Jomboy","8","0"
"234" ,"Uzbekistan","samarqand","263947387","Kattaqo'rg'on","8","0"
"234" ,"Uzbekistan","samarqand","263947389","Narpay","8","0"
"234" ,"Uzbekistan","samarqand","263947391","Nurobod","8","0"
"234" ,"Uzbekistan","samarqand","263947393","Oqdaryo","8","0"
"234" ,"Uzbekistan","samarqand","263947395","Pastdarg'om","8","0"
"234" ,"Uzbekistan","samarqand","263947397","Paxtachi","8","0"
"234" ,"Uzbekistan","samarqand","263947399","Payariq","8","0"
"234" ,"Uzbekistan","samarqand","263947401","Qo'shrabot","8","0"
"234" ,"Uzbekistan","samarqand","263947403","Samarqand","8","0"
"234" ,"Uzbekistan","samarqand","263947405","Toyloq","8","0"
"234" ,"Uzbekistan","samarqand","263947407","Urgut","8","0"
"234" ,"Uzbekistan","samarqand","263947248","Usmon Yusupov","8","0"
"234" ,"Uzbekistan","surxondaryo","263947430","Angor","9","0"
"234" ,"Uzbekistan","surxondaryo","263947433","Bandixon","9","0"
"234" ,"Uzbekistan","surxondaryo","263947437","Boysun","9","0"
"234" ,"Uzbekistan","surxondaryo","263947439","Denov","9","0"
"234" ,"Uzbekistan","surxondaryo","263947441","Jarqo'rg'on","9","0"
"234" ,"Uzbekistan","surxondaryo","263947443","Muzrabot","9","0"
"234" ,"Uzbekistan","surxondaryo","263947445","Oltinsoy","9","0"
"234" ,"Uzbekistan","surxondaryo","263947448","Qiziriq","9","0"
"234" ,"Uzbekistan","surxondaryo","263947456","Qumqo'rg'on","9","0"
"234" ,"Uzbekistan","surxondaryo","263947458","Sariosiyo","9","0"
"234" ,"Uzbekistan","surxondaryo","263947460","Sherobod","9","0"
"234" ,"Uzbekistan","surxondaryo","263947462","Sho'rchi","9","0"
"234" ,"Uzbekistan","surxondaryo","263947464","Termiz","9","0"
"234" ,"Uzbekistan","surxondaryo","263947466","Uzun","9","0"
"234" ,"Uzbekistan","sirdaryo","263947409","Boyovut","10","0"
"234" ,"Uzbekistan","sirdaryo","263947411","Guliston","10","0"
"234" ,"Uzbekistan","sirdaryo","263947413","Mirzaobod","10","0"
"234" ,"Uzbekistan","sirdaryo","263947415","Oqoltin","10","0"
"234" ,"Uzbekistan","sirdaryo","263947417","Sayxunobod","10","0"
"234" ,"Uzbekistan","sirdaryo","263947426","Sirdaryo","10","0"
"234" ,"Uzbekistan","sirdaryo","263947428","Xovos","10","0"
"234" ,"Uzbekistan","toshkentregion","501056439","Angren","11","0"
"234" ,"Uzbekistan","toshkentregion","263947468","Bekobod","11","0"
"234" ,"Uzbekistan","toshkentregion","263947470","Bo'ka","11","0"
"234" ,"Uzbekistan","toshkentregion","263947472","Bo'stonliq","11","0"
"234" ,"Uzbekistan","toshkentregion","263947474","Chinoz","11","0"
"234" ,"Uzbekistan","toshkentregion","501067990","Chirchiq","11","0"
"234" ,"Uzbekistan","toshkentregion","263947503","Keles","11","0"
"234" ,"Uzbekistan","toshkentregion","263947479","Ohangaron","11","0"
"234" ,"Uzbekistan","toshkentregion","263947483","Oqqo'rg'on","11","0"
"234" ,"Uzbekistan","toshkentregion","263947477","O'rtachirchiq","11","0"
"234" ,"Uzbekistan","toshkentregion","263947485","Parkent","11","0"
"234" ,"Uzbekistan","toshkentregion","263947487","Piskent","11","0"
"234" ,"Uzbekistan","toshkentregion","263947489","Qibray","11","0"
"234" ,"Uzbekistan","toshkentregion","263947492","Quyichirchiq","11","0"
"234" ,"Uzbekistan","toshkentregion","263947329","Yangibozor","11","0"
"234" ,"Uzbekistan","toshkentregion","263947505","Yangiyo'l","11","0"
"234" ,"Uzbekistan","toshkentregion","263947507","Yuqorichirchiq","11","0"
"234" ,"Uzbekistan","toshkentregion","263947509","Zangiota","11","0"
"234" ,"Uzbekistan","toshkentregion","1113695725","Olmaliq","11","0"
"234" ,"Uzbekistan","fargona","263947071","Beshariq","12","0"
"234" ,"Uzbekistan","fargona","263947073","Bog'dod","12","0"
"234" ,"Uzbekistan","fargona","263947075","Buvayda","12","0"
"234" ,"Uzbekistan","fargona","503897289","Dang'ara","12","0"
"234" ,"Uzbekistan","fargona","263947079","Farg'ona","12","1"
"234" ,"Uzbekistan","fargona","263947081","Furqat","12","0"
"234" ,"Uzbekistan","fargona","263947086","Oltiariq","12","0"
"234" ,"Uzbekistan","fargona","263947088","Oxunboboev","12","0"
"234" ,"Uzbekistan","fargona","263947083","O'zbekiston","12","0"
"234" ,"Uzbekistan","fargona","503895913","Qo'qon","12","0"
"234" ,"Uzbekistan","fargona","263947096","Quva","12","0"
"234" ,"Uzbekistan","fargona","263947098","Rishton","12","0"
"234" ,"Uzbekistan","fargona","263947103","Toshloq","12","0"
"234" ,"Uzbekistan","fargona","263947108","Uchko'prik","12","0"
"234" ,"Uzbekistan","fargona","263947110","Yozyovon","12","0"
"234" ,"Uzbekistan","xorazim","263947253","Bog'ot","13","0"
"234" ,"Uzbekistan","xorazim","263947258","Gurlan","13","0"
"234" ,"Uzbekistan","xorazim","263947267","Hazorasp","13","1"
"234" ,"Uzbekistan","xorazim","263947277","Qo'shko'pir","13","1"
"234" ,"Uzbekistan","xorazim","263947287","Shovot","13","0"
"234" ,"Uzbekistan","xorazim","263947299","Urganch","13","0"
"234" ,"Uzbekistan","xorazim","263947311","Xiva","13","0"
"234" ,"Uzbekistan","xorazim","263947319","Xonqa","13","0"
"234" ,"Uzbekistan","xorazim","263947327","Yangiariq","13","0"
"234" ,"Uzbekistan","toshkent", "228171787", Bektemir, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Chilonzor, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Mirobod Tumani, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Mirzo Ulugbek, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Olmazor, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Sergeli tumani, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Shayxontohur, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Uchtepa tumani, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Yakkasaroy tumani, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Yangihayot tumani, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Yashnobod tuman, 14,0
"234" ,"Uzbekistan","toshkent", "228171787", Yunusobod, 14,0
